Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;Unnamed: 15;Unnamed: 16
19/12/2004;16.00.00;3.3;1217.0;-200.0;11.6;1036.0;459.0;661.0;146.0;1260.0;1171.0;4.7;82.3;0.7105;;
19/12/2004;17.00.00;3.6;1298.0;-200.0;13.0;1082.0;452.0;642.0;148.0;1287.0;1237.0;4.7;82.8;0.7157;;
19/12/2004;18.00.00;5.5;1327.0;-200.0;17.3;1219.0;579.0;582.0;175.0;1453.0;1366.0;4.7;83.4;0.7177;;
19/12/2004;19.00.00;4.5;1293.0;-200.0;14.6;1136.0;542.0;631.0;170.0;1365.0;1278.0;5.2;83.1;0.7411;;
19/12/2004;20.00.00;4.7;1353.0;-200.0;16.2;1187.0;601.0;599.0;173.0;1424.0;1293.0;5.5;84.1;0.7657;;
19/12/2004;21.00.00;4.3;1254.0;-200.0;13.8;1111.0;521.0;630.0;151.0;1360.0;1198.0;5.8;84.5;0.7822;;
19/12/2004;22.00.00;3.2;1189.0;-200.0;10.6;999.0;411.0;680.0;129.0;1286.0;1115.0;6.2;84.1;0.8018;;
19/12/2004;23.00.00;2.9;1183.0;-200.0;9.1;944.0;382.0;731.0;126.0;1226.0;1092.0;6.6;83.3;0.8183;;
20/12/2004;00.00.00;3.1;1185.0;-200.0;9.7;966.0;421.0;711.0;127.0;1250.0;1104.0;6.8;82.8;0.8216;;
20/12/2004;01.00.00;2.8;1098.0;-200.0;7.0;859.0;362.0;792.0;118.0;1211.0;1006.0;8.2;78.4;0.8561;;
20/12/2004;02.00.00;1.2;938.0;-200.0;2.8;639.0;104.0;1020.0;83.0;1059.0;777.0;9.7;70.9;0.8539;;
20/12/2004;03.00.00;0.9;883.0;-200.0;2.0;583.0;-200.0;1116.0;-200.0;1019.0;710.0;9.5;69.9;0.8298;;
20/12/2004;04.00.00;0.8;839.0;-200.0;1.4;536.0;69.0;1229.0;60.0;970.0;600.0;9.3;65.9;0.7757;;
20/12/2004;05.00.00;0.6;784.0;-200.0;0.8;479.0;41.0;1365.0;37.0;905.0;477.0;8.8;62.9;0.7154;;
20/12/2004;06.00.00;0.6;779.0;-200.0;0.7;466.0;46.0;1393.0;39.0;881.0;454.0;8.6;58.8;0.6603;;
20/12/2004;07.00.00;1.0;883.0;-200.0;2.6;625.0;118.0;1069.0;70.0;997.0;630.0;9.2;55.9;0.6521;;
20/12/2004;08.00.00;3.2;970.0;-200.0;5.3;776.0;295.0;873.0;108.0;1059.0;858.0;8.4;57.7;0.6376;;
20/12/2004;09.00.00;3.6;1012.0;-200.0;7.1;861.0;311.0;785.0;119.0;1133.0;951.0;8.5;60.4;0.6713;;
20/12/2004;10.00.00;2.9;934.0;-200.0;5.0;766.0;269.0;878.0;111.0;1047.0;836.0;8.9;57.4;0.6575;;
20/12/2004;11.00.00;2.4;888.0;-200.0;3.8;700.0;225.0;956.0;106.0;999.0;721.0;9.2;55.8;0.6479;;
20/12/2004;12.00.00;2.5;918.0;-200.0;4.5;737.0;220.0;1007.0;105.0;1030.0;703.0;9.6;53.9;0.6425;;
20/12/2004;13.00.00;2.6;901.0;-200.0;4.7;747.0;216.0;1001.0;114.0;1020.0;657.0;9.6;52.4;0.6276;;
20/12/2004;14.00.00;2.3;857.0;-200.0;3.9;708.0;162.0;972.0;93.0;983.0;581.0;9.7;49.8;0.5998;;
20/12/2004;15.00.00;2.2;838.0;-200.0;3.8;699.0;152.0;1015.0;89.0;944.0;546.0;9.4;44.9;0.5296;;
20/12/2004;16.00.00;2.3;869.0;-200.0;5.2;772.0;183.0;1051.0;102.0;966.0;641.0;9.8;41.9;0.5083;;
20/12/2004;17.00.00;2.9;928.0;-200.0;6.8;850.0;254.0;1118.0;129.0;1004.0;794.0;8.9;44.9;0.5125;;
20/12/2004;18.00.00;4.1;1037.0;-200.0;11.9;1047.0;355.0;869.0;151.0;1159.0;1042.0;8.4;45.4;0.5035;;
20/12/2004;19.00.00;4.1;980.0;-200.0;10.8;1008.0;341.0;758.0;151.0;1103.0;993.0;8.0;41.0;0.4416;;
20/12/2004;20.00.00;4.0;978.0;-200.0;11.5;1031.0;341.0;765.0;149.0;1066.0;968.0;7.9;37.1;0.3974;;
20/12/2004;21.00.00;3.7;891.0;-200.0;7.6;882.0;342.0;885.0;149.0;950.0;894.0;7.8;33.9;0.3594;;
20/12/2004;22.00.00;1.7;762.0;-200.0;3.1;657.0;186.0;1158.0;114.0;783.0;592.0;7.3;32.4;0.334;;
20/12/2004;23.00.00;1.1;794.0;-200.0;3.6;687.0;170.0;1100.0;104.0;826.0;611.0;7.4;34.6;0.3576;;
21/12/2004;00.00.00;1.1;799.0;-200.0;3.6;690.0;169.0;1125.0;104.0;823.0;611.0;7.1;33.7;0.3417;;
21/12/2004;01.00.00;1.5;818.0;-200.0;4.3;725.0;246.0;1065.0;127.0;849.0;694.0;6.4;35.8;0.3471;;
21/12/2004;02.00.00;0.5;691.0;-200.0;0.7;471.0;63.0;1552.0;53.0;698.0;357.0;5.6;37.7;0.3444;;
21/12/2004;03.00.00;0.3;697.0;-200.0;0.6;455.0;-200.0;1726.0;-200.0;698.0;318.0;5.6;37.6;0.3448;;
21/12/2004;04.00.00;0.2;697.0;-200.0;0.5;437.0;44.0;1705.0;39.0;702.0;325.0;5.3;38.8;0.3473;;
21/12/2004;05.00.00;0.3;716.0;-200.0;0.7;473.0;54.0;1595.0;41.0;734.0;343.0;4.7;41.4;0.3576;;
21/12/2004;06.00.00;0.6;791.0;-200.0;2.2;598.0;176.0;1186.0;97.0;802.0;608.0;4.3;43.9;0.3675;;
21/12/2004;07.00.00;0.7;804.0;-200.0;2.6;630.0;236.0;1188.0;120.0;806.0;712.0;4.9;40.6;0.3539;;
21/12/2004;08.00.00;2.6;1093.0;-200.0;13.4;1098.0;613.0;782.0;167.0;1221.0;1173.0;5.1;40.8;0.3603;;
21/12/2004;09.00.00;5.5;1179.0;-200.0;23.5;1390.0;755.0;567.0;198.0;1453.0;1459.0;6.5;38.1;0.3709;;
21/12/2004;10.00.00;2.6;951.0;-200.0;9.4;953.0;460.0;812.0;157.0;1022.0;1055.0;7.4;36.5;0.3778;;
21/12/2004;11.00.00;1.5;882.0;-200.0;6.3;826.0;280.0;952.0;125.0;910.0;799.0;7.9;36.4;0.3889;;
21/12/2004;12.00.00;1.7;897.0;-200.0;6.7;845.0;322.0;942.0;135.0;943.0;787.0;7.8;36.8;0.3908;;
21/12/2004;13.00.00;2.2;949.0;-200.0;9.7;965.0;349.0;860.0;138.0;1041.0;892.0;8.7;33.7;0.379;;
21/12/2004;14.00.00;2.1;896.0;-200.0;7.8;891.0;297.0;921.0;132.0;935.0;766.0;8.5;34.3;0.3813;;
21/12/2004;15.00.00;2.2;908.0;-200.0;7.7;886.0;353.0;922.0;142.0;947.0;835.0;8.9;34.5;0.3946;;
21/12/2004;16.00.00;2.3;959.0;-200.0;8.6;924.0;316.0;899.0;137.0;993.0;897.0;8.8;35.7;0.4043;;
21/12/2004;17.00.00;2.5;994.0;-200.0;10.7;1005.0;348.0;832.0;145.0;1054.0;1009.0;7.9;38.6;0.4137;;
21/12/2004;18.00.00;3.1;1081.0;-200.0;16.7;1202.0;445.0;691.0;166.0;1230.0;1250.0;7.6;40.1;0.4195;;
21/12/2004;19.00.00;3.6;1081.0;-200.0;15.5;1164.0;457.0;705.0;165.0;1171.0;1283.0;6.9;40.3;0.4025;;
21/12/2004;20.00.00;3.9;1175.0;-200.0;18.3;1248.0;516.0;661.0;175.0;1308.0;1377.0;6.5;41.7;0.4047;;
21/12/2004;21.00.00;4.0;1123.0;-200.0;13.8;1110.0;575.0;732.0;185.0;1152.0;1322.0;6.3;42.6;0.4106;;
21/12/2004;22.00.00;2.3;1032.0;-200.0;9.3;952.0;449.0;833.0;166.0;1025.0;1198.0;5.9;44.7;0.4186;;
21/12/2004;23.00.00;1.5;927.0;-200.0;5.8;805.0;289.0;965.0;140.0;918.0;1007.0;5.8;43.4;0.4037;;
22/12/2004;00.00.00;1.5;952.0;-200.0;6.6;838.0;268.0;948.0;133.0;937.0;976.0;5.8;42.5;0.3937;;
22/12/2004;01.00.00;2.2;987.0;-200.0;7.6;883.0;343.0;913.0;144.0;949.0;1013.0;5.6;42.0;0.3856;;
22/12/2004;02.00.00;1.3;902.0;-200.0;5.0;761.0;222.0;1048.0;126.0;872.0;868.0;5.3;42.3;0.3806;;
22/12/2004;03.00.00;0.9;833.0;-200.0;2.9;648.0;-200.0;1135.0;-200.0;814.0;760.0;5.1;43.5;0.3852;;
22/12/2004;04.00.00;-200.0;776.0;-200.0;1.3;525.0;87.0;1391.0;72.0;770.0;585.0;5.1;44.8;0.3967;;
22/12/2004;05.00.00;0.5;812.0;-200.0;1.5;541.0;89.0;1309.0;70.0;774.0;616.0;5.2;45.9;0.4099;;
22/12/2004;06.00.00;0.5;821.0;-200.0;1.7;563.0;103.0;1270.0;74.0;807.0;678.0;4.7;49.0;0.4209;;
22/12/2004;07.00.00;0.9;932.0;-200.0;3.8;701.0;254.0;944.0;124.0;875.0;936.0;4.5;51.8;0.4418;;
22/12/2004;08.00.00;2.0;1069.0;-200.0;8.8;931.0;481.0;782.0;152.0;1054.0;1110.0;4.5;53.0;0.4495;;
22/12/2004;09.00.00;3.2;1137.0;-200.0;12.5;1066.0;638.0;681.0;174.0;1151.0;1258.0;4.8;53.1;0.4605;;
22/12/2004;10.00.00;2.3;1009.0;-200.0;8.7;926.0;492.0;791.0;161.0;1015.0;1080.0;7.8;42.0;0.4464;;
22/12/2004;11.00.00;1.8;962.0;-200.0;7.5;877.0;413.0;841.0;120.0;969.0;949.0;9.3;37.6;0.4391;;
22/12/2004;12.00.00;2.1;972.0;-200.0;8.2;909.0;364.0;827.0;111.0;1012.0;894.0;10.0;34.2;0.4212;;
22/12/2004;13.00.00;1.9;968.0;-200.0;8.5;920.0;299.0;831.0;128.0;991.0;882.0;10.3;32.6;0.4094;;
22/12/2004;14.00.00;2.4;939.0;-200.0;8.1;902.0;342.0;884.0;133.0;969.0;872.0;9.8;31.8;0.3858;;
22/12/2004;15.00.00;2.1;901.0;-200.0;6.7;843.0;309.0;1061.0;121.0;907.0;751.0;9.8;30.3;0.3658;;
22/12/2004;16.00.00;2.8;975.0;-200.0;9.0;938.0;367.0;874.0;147.0;989.0;928.0;9.6;29.6;0.3545;;
22/12/2004;17.00.00;3.3;1028.0;-200.0;11.3;1025.0;357.0;774.0;136.0;1024.0;1160.0;8.1;32.5;0.3516;;
22/12/2004;18.00.00;2.9;998.0;-200.0;9.9;972.0;345.0;806.0;153.0;984.0;1090.0;6.8;36.1;0.3575;;
22/12/2004;19.00.00;3.9;1094.0;-200.0;13.6;1105.0;483.0;708.0;178.0;1086.0;1274.0;6.4;36.5;0.3519;;
22/12/2004;20.00.00;4.1;1128.0;-200.0;15.4;1161.0;480.0;672.0;174.0;1163.0;1340.0;5.9;37.8;0.3528;;
22/12/2004;21.00.00;3.3;1111.0;-200.0;11.4;1030.0;427.0;751.0;166.0;1033.0;1271.0;5.1;40.7;0.3621;;
22/12/2004;22.00.00;3.3;1121.0;-200.0;11.2;1023.0;504.0;725.0;169.0;1053.0;1354.0;4.8;45.1;0.3925;;
22/12/2004;23.00.00;1.9;956.0;-200.0;5.7;796.0;248.0;915.0;132.0;861.0;1084.0;4.5;43.9;0.3728;;
23/12/2004;00.00.00;2.0;973.0;-200.0;5.4;785.0;241.0;916.0;127.0;883.0;1086.0;5.2;44.1;0.3939;;
23/12/2004;01.00.00;1.9;952.0;-200.0;5.5;790.0;210.0;921.0;113.0;896.0;1038.0;4.3;46.4;0.3896;;
23/12/2004;02.00.00;2.1;969.0;-200.0;5.2;773.0;292.0;889.0;128.0;914.0;1064.0;3.0;52.5;0.4021;;
23/12/2004;03.00.00;1.7;919.0;-200.0;3.7;693.0;-200.0;955.0;-200.0;882.0;979.0;2.3;56.3;0.4134;;
23/12/2004;04.00.00;1.3;874.0;-200.0;3.1;657.0;129.0;985.0;85.0;867.0;930.0;1.5;61.4;0.4235;;
23/12/2004;05.00.00;1.1;806.0;-200.0;1.6;554.0;106.0;1206.0;77.0;807.0;783.0;4.0;50.4;0.4154;;
23/12/2004;06.00.00;1.2;874.0;-200.0;2.5;623.0;125.0;1096.0;78.0;847.0;831.0;2.8;55.2;0.4177;;
23/12/2004;07.00.00;1.8;961.0;-200.0;5.3;779.0;267.0;917.0;115.0;960.0;983.0;1.2;61.4;0.4159;;
23/12/2004;08.00.00;3.6;1195.0;-200.0;13.4;1096.0;543.0;668.0;169.0;1166.0;1315.0;1.4;61.3;0.4208;;
23/12/2004;09.00.00;3.7;1184.0;-200.0;15.0;1148.0;496.0;651.0;174.0;1178.0;1389.0;2.2;58.1;0.4218;;
23/12/2004;10.00.00;3.4;1135.0;-200.0;12.8;1076.0;491.0;685.0;171.0;1120.0;1396.0;4.3;49.4;0.4138;;
23/12/2004;11.00.00;4.0;1211.0;-200.0;15.9;1177.0;667.0;620.0;179.0;1221.0;1585.0;6.6;42.5;0.416;;
23/12/2004;12.00.00;3.8;1228.0;-200.0;15.9;1178.0;693.0;621.0;193.0;1202.0;1628.0;8.0;38.3;0.4133;;
23/12/2004;13.00.00;4.1;1247.0;-200.0;16.3;1188.0;707.0;598.0;210.0;1237.0;1692.0;9.1;36.1;0.4172;;
23/12/2004;14.00.00;4.9;1336.0;-200.0;18.6;1256.0;777.0;567.0;224.0;1320.0;1828.0;10.0;34.7;0.4259;;
23/12/2004;15.00.00;3.3;1205.0;-200.0;12.8;1079.0;512.0;652.0;175.0;1168.0;1476.0;11.0;33.0;0.4331;;
23/12/2004;16.00.00;4.3;1305.0;-200.0;17.9;1238.0;587.0;565.0;177.0;1325.0;1640.0;11.3;33.6;0.4504;;
23/12/2004;17.00.00;6.6;1568.0;-200.0;29.0;1528.0;864.0;455.0;208.0;1661.0;2046.0;9.4;41.3;0.4888;;
23/12/2004;18.00.00;8.5;1630.0;-200.0;33.1;1622.0;1089.0;421.0;247.0;1757.0;2238.0;8.0;45.9;0.4936;;
23/12/2004;19.00.00;8.7;1704.0;-200.0;36.1;1689.0;1070.0;402.0;242.0;1820.0;2480.0;7.1;50.3;0.51;;
23/12/2004;20.00.00;9.1;1701.0;-200.0;36.3;1692.0;1220.0;402.0;252.0;1832.0;2415.0;6.2;56.9;0.5419;;
23/12/2004;21.00.00;7.2;1564.0;-200.0;26.3;1462.0;1076.0;472.0;228.0;1574.0;2181.0;6.3;57.9;0.5575;;
23/12/2004;22.00.00;5.0;1441.0;-200.0;20.6;1314.0;825.0;517.0;196.0;1389.0;2051.0;6.2;56.8;0.5421;;
23/12/2004;23.00.00;4.2;1376.0;-200.0;17.0;1209.0;740.0;549.0;190.0;1283.0;2041.0;6.1;54.7;0.5201;;
24/12/2004;00.00.00;4.6;1412.0;-200.0;17.2;1216.0;759.0;543.0;187.0;1300.0;2059.0;6.0;55.6;0.5244;;
24/12/2004;01.00.00;3.9;1352.0;-200.0;14.6;1137.0;610.0;567.0;174.0;1234.0;2016.0;5.1;59.0;0.5248;;
24/12/2004;02.00.00;3.4;1285.0;-200.0;12.1;1052.0;465.0;605.0;158.0;1164.0;1967.0;5.1;58.4;0.517;;
24/12/2004;03.00.00;3.0;1263.0;-200.0;10.5;997.0;-200.0;625.0;-200.0;1140.0;1960.0;4.7;60.8;0.5232;;
24/12/2004;04.00.00;2.4;1200.0;-200.0;8.7;929.0;288.0;664.0;132.0;1082.0;1847.0;4.2;63.1;0.5259;;
24/12/2004;05.00.00;2.5;1187.0;-200.0;8.8;931.0;251.0;669.0;121.0;1093.0;1792.0;4.3;64.1;0.537;;
24/12/2004;06.00.00;3.5;1166.0;-200.0;8.2;909.0;351.0;691.0;136.0;1079.0;1680.0;4.8;61.9;0.537;;
24/12/2004;07.00.00;3.9;1209.0;-200.0;9.5;958.0;379.0;666.0;138.0;1124.0;1662.0;5.3;61.1;0.5499;;
24/12/2004;08.00.00;4.8;1349.0;-200.0;14.6;1136.0;539.0;575.0;149.0;1299.0;1810.0;5.7;61.3;0.5657;;
24/12/2004;09.00.00;6.1;1458.0;-200.0;20.4;1307.0;706.0;497.0;165.0;1483.0;2103.0;6.1;60.5;0.5719;;
24/12/2004;10.00.00;6.6;1462.0;-200.0;18.8;1263.0;750.0;510.0;170.0;1421.0;2082.0;6.7;59.7;0.589;;
24/12/2004;11.00.00;6.5;1448.0;-200.0;18.8;1263.0;747.0;511.0;165.0;1428.0;1971.0;7.2;58.6;0.5986;;
24/12/2004;12.00.00;6.0;1419.0;-200.0;18.5;1254.0;670.0;524.0;167.0;1406.0;1950.0;8.0;55.9;0.6018;;
24/12/2004;13.00.00;6.9;1561.0;-200.0;24.8;1425.0;772.0;465.0;197.0;1624.0;2101.0;9.8;52.4;0.6349;;
24/12/2004;14.00.00;7.9;1558.0;-200.0;22.9;1375.0;792.0;471.0;217.0;1563.0;2112.0;10.5;51.1;0.6503;;
24/12/2004;15.00.00;6.1;1438.0;-200.0;16.9;1208.0;626.0;528.0;204.0;1405.0;1962.0;10.8;52.4;0.6767;;
24/12/2004;16.00.00;6.7;1532.0;-200.0;22.2;1356.0;678.0;474.0;193.0;1610.0;2033.0;10.6;55.3;0.7058;;
24/12/2004;17.00.00;6.8;1522.0;-200.0;21.5;1337.0;706.0;479.0;192.0;1578.0;2034.0;10.4;57.0;0.7167;;
24/12/2004;18.00.00;6.7;1514.0;-200.0;21.5;1338.0;668.0;474.0;175.0;1598.0;2018.0;10.2;58.3;0.7256;;
24/12/2004;19.00.00;6.4;-200.0;-200.0;-200.0;-200.0;641.0;-200.0;168.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
24/12/2004;20.00.00;6.8;-200.0;-200.0;-200.0;-200.0;649.0;-200.0;170.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
24/12/2004;21.00.00;5.6;-200.0;-200.0;-200.0;-200.0;521.0;-200.0;157.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
24/12/2004;22.00.00;5.4;-200.0;-200.0;-200.0;-200.0;487.0;-200.0;143.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
24/12/2004;23.00.00;5.2;-200.0;-200.0;-200.0;-200.0;453.0;-200.0;152.0;-200.0;-200.0;-200.0;-200.0;-200.0;;
25/12/2004;00.00.00;5.9;1505.0;-200.0;15.6;1168.0;567.0;525.0;169.0;1447.0;2066.0;9.4;66.1;0.7816;;
25/12/2004;01.00.00;5.6;1458.0;-200.0;14.2;1123.0;527.0;540.0;164.0;1395.0;2030.0;9.6;65.9;0.7869;;
25/12/2004;02.00.00;5.5;1431.0;-200.0;13.5;1100.0;503.0;553.0;154.0;1385.0;1913.0;9.5;66.2;0.7882;;
25/12/2004;03.00.00;5.2;1366.0;-200.0;11.4;1027.0;-200.0;583.0;-200.0;1328.0;1901.0;9.2;67.3;0.7851;;
25/12/2004;04.00.00;-200.0;1332.0;-200.0;10.5;997.0;345.0;601.0;130.0;1304.0;1783.0;9.1;68.7;0.7925;;
25/12/2004;05.00.00;2.2;1243.0;-200.0;8.6;924.0;274.0;648.0;119.0;1250.0;1534.0;9.0;69.8;0.8039;;
25/12/2004;06.00.00;2.0;1251.0;-200.0;8.6;924.0;231.0;644.0;106.0;1246.0;1568.0;8.9;70.5;0.8056;;
25/12/2004;07.00.00;2.2;1259.0;-200.0;9.1;944.0;268.0;631.0;111.0;1267.0;1622.0;8.9;70.4;0.8074;;
25/12/2004;08.00.00;2.0;1268.0;-200.0;8.6;926.0;281.0;645.0;122.0;1247.0;1628.0;9.1;69.6;0.8045;;
25/12/2004;09.00.00;2.5;1288.0;-200.0;9.4;956.0;340.0;623.0;121.0;1272.0;1553.0;9.0;70.8;0.8173;;
25/12/2004;10.00.00;3.0;1410.0;-200.0;11.0;1015.0;406.0;594.0;136.0;1319.0;1769.0;9.8;68.6;0.8324;;
25/12/2004;11.00.00;2.8;1374.0;-200.0;10.6;999.0;379.0;598.0;138.0;1316.0;1776.0;10.2;67.3;0.8373;;
25/12/2004;12.00.00;3.4;1458.0;-200.0;13.2;1090.0;436.0;553.0;147.0;1383.0;1898.0;10.7;65.0;0.8378;;
25/12/2004;13.00.00;5.5;1609.0;-200.0;18.1;1243.0;602.0;505.0;178.0;1491.0;2100.0;11.4;62.9;0.8454;;
25/12/2004;14.00.00;4.0;1424.0;-200.0;13.2;1090.0;507.0;566.0;176.0;1351.0;1896.0;12.2;61.1;0.8652;;
25/12/2004;15.00.00;2.4;1331.0;-200.0;9.7;966.0;266.0;633.0;159.0;1266.0;1745.0;12.1;61.8;0.8723;;
25/12/2004;16.00.00;3.1;1434.0;-200.0;13.3;1093.0;335.0;561.0;168.0;1366.0;1893.0;11.7;65.6;0.898;;
25/12/2004;17.00.00;4.0;1542.0;-200.0;15.4;1161.0;464.0;531.0;181.0;1435.0;1972.0;11.4;67.9;0.9119;;
25/12/2004;18.00.00;4.6;1651.0;-200.0;17.8;1234.0;527.0;501.0;184.0;1513.0;2020.0;11.2;70.8;0.9386;;
25/12/2004;19.00.00;4.8;1633.0;-200.0;18.0;1240.0;592.0;496.0;170.0;1555.0;1906.0;10.9;75.9;0.9868;;
25/12/2004;20.00.00;6.2;1739.0;-200.0;21.3;1333.0;821.0;460.0;174.0;1689.0;1832.0;11.3;78.3;1.0455;;
25/12/2004;21.00.00;4.6;1523.0;-200.0;14.5;1132.0;538.0;541.0;136.0;1488.0;1470.0;10.3;82.8;1.0369;;
25/12/2004;22.00.00;4.5;1543.0;-200.0;15.8;1174.0;513.0;521.0;127.0;1542.0;1494.0;10.4;82.5;1.0406;;
25/12/2004;23.00.00;4.2;1469.0;-200.0;13.1;1086.0;514.0;564.0;125.0;1485.0;1394.0;11.0;81.7;1.0727;;
26/12/2004;00.00.00;2.6;1271.0;-200.0;7.7;886.0;345.0;688.0;121.0;1321.0;1113.0;11.7;79.8;1.0964;;
26/12/2004;01.00.00;1.6;1161.0;-200.0;6.0;810.0;231.0;775.0;117.0;1281.0;958.0;11.6;80.0;1.0924;;
26/12/2004;02.00.00;1.3;1053.0;-200.0;3.5;680.0;166.0;890.0;108.0;1166.0;807.0;11.3;80.1;1.0741;;
26/12/2004;03.00.00;0.6;916.0;-200.0;1.5;541.0;-200.0;1143.0;-200.0;1064.0;536.0;11.7;74.1;1.0167;;
26/12/2004;04.00.00;0.5;900.0;-200.0;1.2;522.0;61.0;1242.0;55.0;1070.0;471.0;10.8;78.7;1.0202;;
26/12/2004;05.00.00;0.4;855.0;-200.0;0.8;479.0;49.0;1319.0;46.0;1068.0;450.0;10.7;81.5;1.0497;;
26/12/2004;06.00.00;0.3;848.0;-200.0;0.7;464.0;54.0;1425.0;46.0;1062.0;438.0;10.9;80.3;1.0444;;
26/12/2004;07.00.00;0.4;873.0;-200.0;0.9;485.0;78.0;1305.0;67.0;1083.0;512.0;10.7;80.7;1.0377;;
26/12/2004;08.00.00;0.6;945.0;-200.0;1.8;569.0;136.0;1140.0;90.0;1135.0;632.0;10.5;81.8;1.0416;;
26/12/2004;09.00.00;0.9;1003.0;-200.0;2.5;618.0;198.0;1003.0;117.0;1159.0;754.0;10.4;82.9;1.0419;;
26/12/2004;10.00.00;1.1;1041.0;-200.0;3.1;659.0;211.0;908.0;118.0;1188.0;792.0;10.6;82.1;1.0451;;
26/12/2004;11.00.00;1.0;1036.0;-200.0;3.5;685.0;183.0;942.0;112.0;1168.0;776.0;11.5;72.6;0.9846;;
26/12/2004;12.00.00;1.6;1124.0;-200.0;5.7;799.0;277.0;775.0;134.0;1231.0;969.0;12.8;65.5;0.964;;
26/12/2004;13.00.00;1.8;1130.0;-200.0;5.8;803.0;267.0;772.0;127.0;1230.0;975.0;13.9;60.9;0.9644;;
26/12/2004;14.00.00;1.0;991.0;-200.0;2.7;632.0;123.0;981.0;88.0;1114.0;637.0;14.9;57.9;0.9726;;
26/12/2004;15.00.00;0.8;988.0;-200.0;2.2;596.0;68.0;1056.0;57.0;1118.0;541.0;14.8;63.5;1.0592;;
26/12/2004;16.00.00;1.4;1163.0;-200.0;5.8;801.0;186.0;772.0;99.0;1288.0;876.0;13.6;68.9;1.0699;;
26/12/2004;17.00.00;2.1;1226.0;-200.0;6.9;853.0;321.0;725.0;129.0;1307.0;1029.0;13.6;68.9;1.0661;;
26/12/2004;18.00.00;2.3;1286.0;-200.0;9.1;942.0;343.0;687.0;137.0;1362.0;1103.0;13.5;67.1;1.0357;;
26/12/2004;19.00.00;3.5;1423.0;-200.0;14.0;1116.0;550.0;553.0;146.0;1531.0;1369.0;12.3;75.4;1.0768;;
26/12/2004;20.00.00;3.8;1408.0;-200.0;13.1;1088.0;598.0;560.0;139.0;1504.0;1381.0;11.7;80.0;1.0938;;
26/12/2004;21.00.00;2.4;1178.0;-200.0;7.2;866.0;390.0;700.0;128.0;1342.0;1094.0;11.8;82.7;1.1381;;
26/12/2004;22.00.00;1.0;985.0;-200.0;3.8;701.0;159.0;877.0;106.0;1187.0;835.0;11.8;77.5;1.0741;;
26/12/2004;23.00.00;1.3;1113.0;-200.0;5.2;776.0;193.0;828.0;114.0;1217.0;881.0;12.0;72.3;1.0095;;
27/12/2004;00.00.00;2.3;1178.0;-200.0;7.4;873.0;316.0;700.0;137.0;1328.0;987.0;11.2;79.6;1.0587;;
27/12/2004;01.00.00;1.5;1024.0;-200.0;3.9;705.0;199.0;876.0;114.0;1168.0;807.0;11.5;74.2;1.0063;;
27/12/2004;02.00.00;1.1;954.0;-200.0;2.7;630.0;134.0;988.0;92.0;1107.0;664.0;11.6;68.9;0.9411;;
27/12/2004;03.00.00;0.6;875.0;-200.0;1.5;548.0;-200.0;1165.0;-200.0;1049.0;525.0;11.5;67.4;0.9106;;
27/12/2004;04.00.00;0.7;877.0;-200.0;1.3;526.0;63.0;1171.0;55.0;1023.0;496.0;11.7;64.6;0.8888;;
27/12/2004;05.00.00;0.4;826.0;-200.0;0.7;465.0;50.0;1322.0;46.0;978.0;433.0;11.9;61.1;0.8527;;
27/12/2004;06.00.00;0.5;862.0;-200.0;1.4;535.0;93.0;1193.0;67.0;1020.0;524.0;12.5;57.3;0.8269;;
27/12/2004;07.00.00;0.8;938.0;-200.0;3.0;653.0;161.0;970.0;95.0;1100.0;747.0;12.3;60.1;0.8562;;
27/12/2004;08.00.00;1.9;1205.0;-200.0;9.1;943.0;368.0;688.0;133.0;1361.0;1052.0;11.5;68.7;0.9302;;
27/12/2004;09.00.00;2.3;1171.0;-200.0;10.0;978.0;344.0;637.0;138.0;1374.0;1092.0;12.5;63.2;0.9113;;
27/12/2004;10.00.00;1.9;1131.0;-200.0;8.6;926.0;288.0;684.0;127.0;1324.0;1036.0;12.9;63.2;0.9335;;
27/12/2004;11.00.00;1.6;1074.0;-200.0;6.4;832.0;244.0;748.0;119.0;1230.0;934.0;13.5;59.9;0.9261;;
27/12/2004;12.00.00;1.4;1062.0;-200.0;6.2;822.0;224.0;764.0;113.0;1228.0;917.0;13.4;61.3;0.9379;;
27/12/2004;13.00.00;1.5;1045.0;-200.0;5.7;800.0;206.0;796.0;109.0;1193.0;839.0;14.4;57.1;0.9309;;
27/12/2004;14.00.00;1.4;1034.0;-200.0;5.0;763.0;163.0;840.0;97.0;1192.0;761.0;15.0;57.2;0.9698;;
27/12/2004;15.00.00;2.0;1186.0;-200.0;8.0;899.0;296.0;695.0;117.0;1332.0;926.0;12.4;72.6;1.0422;;
27/12/2004;16.00.00;2.5;1256.0;-200.0;10.5;996.0;386.0;625.0;132.0;1417.0;1104.0;12.8;73.6;1.0851;;
